x,Simulated Data
1.0,6.357545030642641
2.0,14.992565122126988
3.0,7.15255734967864
4.0,13.29715735474579
5.0,11.610242204241935
6.0,0.48790697031365404
7.0,9.409678666561058
8.0,9.976145903766508
9.0,5.241694876670643
10.0,8.366551569489706
11.0,2.466685515286369
12.0,12.281223150944388
13.0,11.299219147979239
14.0,7.918841348165503
15.0,9.8690145205858
16.0,10.240184588859803
17.0,9.839610891702854
18.0,11.763296899669596
19.0,13.280092839776477
20.0,5.695951555896562
21.0,11.357872076464322
22.0,10.256621162733989
23.0,12.618728478289501
24.0,5.363528583305039
25.0,10.188144972398943
26.0,7.805989062439927
27.0,6.093139309324368
28.0,13.776497333849413
29.0,14.68482309852866
30.0,2.228998984820029
31.0,16.481418515770315
32.0,4.106404048307445
33.0,2.4294483466777734
34.0,11.029548803961319
35.0,7.543071496019754
36.0,7.425260688344997
37.0,10.214967951615014
38.0,6.578598414343272
39.0,16.79831907620816
40.0,9.71006639375377
41.0,6.29240734056809
42.0,6.626428834770546
43.0,11.7733743347412
44.0,9.272600254446736
45.0,10.615056808704924
46.0,3.3204839073151033
47.0,6.225440418273548
48.0,9.138066984419954
49.0,9.961049136489988
50.0,17.488029565476065
51.0,8.07976205882852
52.0,11.942722743815654
53.0,8.767091717241017
54.0,12.792649013233607
55.0,17.50772834202796
56.0,12.043541804226246
57.0,13.106145360078273
58.0,8.231176681955795
59.0,10.171358218628194
60.0,9.759873307940131
61.0,12.675006671386008
62.0,9.33010061314304
63.0,7.952068864759584
64.0,5.1963739057483505
65.0,13.51773357453319
66.0,11.179431385381127
67.0,5.508240621042166
68.0,8.86508031278258
69.0,10.928885864371765
70.0,8.50771317477136
71.0,9.310233525254946
72.0,16.77654711807017
73.0,8.488601315250278
74.0,4.643736608502215
75.0,5.611957665119828
76.0,11.827362453669977
77.0,10.402139098577923
78.0,14.89825689492819
79.0,11.006115469549632
80.0,6.704395857854582
81.0,14.352618077699178
82.0,7.774279222551687
83.0,6.73830178324024
84.0,5.227709977622856
85.0,11.905448045387924
86.0,7.493637658870728
87.0,8.094231932585274
88.0,12.825101410503988
89.0,13.219685944292326
90.0,19.819810259710852
91.0,8.149451936103379
92.0,9.140170065795468
93.0,8.864712119371914
94.0,16.08235810300143
95.0,15.77134983419377
96.0,11.96653645299325
97.0,8.166977090892951
98.0,13.114919630732624
99.0,9.967571270680246
100.0,13.191819608232068
101.0,1.6785657218872885
102.0,13.160078544898077
103.0,2.7095192963613215
104.0,2.9438939196842284
105.0,1.351143170729971
106.0,10.582170545957968
107.0,14.695235274504448
108.0,7.293974203836586
109.0,5.886924285446263
110.0,13.483733176213136
111.0,6.637941387114688
112.0,6.946000049466377
113.0,15.464430746354054
114.0,6.116161439423071
115.0,4.1078840395979555
116.0,8.418135878055017
117.0,2.8708357672657208
118.0,13.564805258003707
119.0,8.976624975715719
120.0,9.344564312976843
121.0,8.830012820655126
122.0,9.075741572189004
123.0,6.4594670441271
124.0,10.948275722147228
125.0,6.794425897870715
126.0,11.39982336277728
127.0,19.491520576037253
128.0,6.919719107380766
129.0,12.67410270403614
130.0,3.8205503381970143
131.0,3.771437406457262
132.0,12.286393896961355
133.0,7.002303403891608
134.0,5.835412950937821
135.0,17.1963499146284
136.0,6.727588946462584
137.0,8.830422459823037
138.0,18.975784335088825
139.0,9.863839911142621
140.0,8.478239233963741
141.0,11.631600318005313
142.0,12.496925011725413
143.0,9.387977261540714
144.0,6.426667019146316
145.0,11.777300839794089
146.0,11.590135467222156
147.0,12.865942404993834
148.0,14.201690867280405
149.0,14.215672413108557
150.0,13.470451896423995
151.0,9.634086283845162
152.0,6.527291531729085
153.0,17.280188737284647
154.0,12.210546369683556
155.0,10.795812469855058
156.0,11.562164536260669
157.0,13.737208955270379
158.0,7.698894003530251
159.0,7.8932152249628285
160.0,4.271912100161732
161.0,5.437906246487267
162.0,7.259142224760178
163.0,17.549816187821094
164.0,6.9242947580116585
165.0,7.340440842784409
166.0,4.4956331912238054
167.0,9.88389709784703
168.0,6.197594645546266
169.0,7.060622389356913
170.0,5.973182470061028
171.0,16.572529428379436
172.0,11.992983884098514
173.0,12.223656111521098
174.0,12.769747248702016
175.0,6.435848591128576
176.0,12.975426274645908
177.0,13.461688233972053
178.0,12.385211778960544
179.0,4.932883934474176
180.0,4.847187986096037
181.0,14.563845058363915
182.0,15.350944428589656
183.0,5.80280902076993
184.0,13.688300284536687
185.0,4.319791843428182
186.0,6.400373565997195
187.0,10.588393074893501
188.0,5.209273898860713
189.0,15.31568121708234
190.0,9.777715712813157
191.0,13.772451021739194
192.0,6.360057659405968
193.0,9.319567316840677
194.0,4.91630263699274
195.0,6.980694343186848
196.0,11.891615982374176
197.0,2.5686422877200155
198.0,13.39616874838659
199.0,3.5881483716046763
200.0,9.609569374278715
201.0,6.840868117461756
202.0,9.125283560379849
203.0,8.550791363403393
204.0,-1.90311969041902
205.0,3.926080232851481
206.0,-2.7968371984348885
207.0,-10.453260641714637
208.0,-10.224580386756443
209.0,-7.201333263610012
210.0,-8.451541673617596
211.0,-8.597817840972523
212.0,-4.982008446136378
213.0,-7.663711764242713
214.0,-3.78476544629489
215.0,-11.777383440083867
216.0,-15.790303886907845
217.0,-7.735332191706025
218.0,-12.008437641752817
219.0,-11.378767184923374
220.0,-8.742263863070747
221.0,-11.805575543537868
222.0,1.2571467202727078
223.0,-12.190603792533025
224.0,-14.798804587947537
225.0,-13.429905979548568
226.0,-7.922467191735278
227.0,-18.895226563440254
228.0,-14.143988189955056
229.0,-7.6441800730452005
230.0,-17.2497277025792
231.0,-7.667010198184588
232.0,-14.24692069809749
233.0,-8.574717859054964
234.0,-11.99211844271015
235.0,-9.05797410091171
236.0,-14.464497233809977
237.0,-11.514039719198676
238.0,-10.470338893786005
239.0,-17.81740393520483
240.0,-10.192817427404947
241.0,-15.7944730229276
242.0,-5.814355760401996
243.0,-9.833770984645916
244.0,-9.987051334358885
245.0,-1.8881347402799324
246.0,-10.57195538431029
247.0,-6.671132533873618
248.0,0.32904719308025143
249.0,-12.306166382803939
250.0,-12.298594238600561
251.0,-11.969281834247381
252.0,-12.88175337641347
253.0,-12.273624726123279
254.0,-3.4762448588654777
255.0,-18.63813516408557
256.0,-13.06592645809224
257.0,-10.011881235505832
258.0,-15.916885136589519
259.0,-13.841567684034562
260.0,-14.466329547728652
261.0,-14.075730728905581
262.0,-4.274221275968708
263.0,-13.904304895774679
264.0,-0.283643675667987
265.0,-13.724202793855993
266.0,-9.271577475331462
267.0,-2.1284242024634743
268.0,-4.270589771156849
269.0,-16.32817604217767
270.0,-7.964922551419297
271.0,-10.459812943605407
272.0,-19.275201891840155
273.0,-9.35213037981112
274.0,-11.196417729672199
275.0,-13.257130852456697
276.0,-5.527133128946078
277.0,-7.4298111707055625
278.0,-12.875209884096877
279.0,-12.571410734151524
280.0,-20.305283206427355
281.0,-7.286547275514095
282.0,-13.010284916274662
283.0,-11.146265987330812
